keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,processador,nome_do_sistema_operacional,capacidade_de_armazenamento,placa_gráfica,capacidade_total_do_módulo_de_memória_ram,capacidade_de_disco_ssd,cor,versão_do_sistema_operacional,quantidade_de_núcleos,é_gamer,otimizado_para_ia,fabricante,modelo_alfanumérico
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,https://produto.mercadolivre.com.br/MLB-5386170154-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=183598469920,Frete grátis,2025-05-18 18:21:23.190193,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,Novo,"em 12x R$ 473 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,https://produto.mercadolivre.com.br/MLB-3993407401-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-_JM?searchVariation=183054372222,Frete grátis,2025-05-18 18:21:23.190511,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,Novo  |  3 vendidos,em 12x R$ 500 sem juros,Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,2,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Mini Pc Lenovo I5 7a Ger M910q 32gb Ssd 256 Win10 + Pro 127/,1529,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=E%2F0QXzgTyTaHhj8rEM59bKeWCiwnGVzBbw5hIdNmb%2BOxMAp42lrjI04q2dQxuUlrcsvyrP83J1zUfGbaaat%2Fa3E3b%2B43S2b47Xogk5N0DXYFd61b5%2F6lFMpYZmi%2BUnjlbTWe2fY3ibthxCaFM6AMDsiRDyNyNXP0pd1KXgnnt%2B%2FA640wNTENeyrutnZ6JSWixZ%2B6FfD%2FwxN4g%2BUJoCYfiPKzHWOalbi9VprbQKyjM0xTufF5cUMeB3e4R6hOlpqi%2BP2YtiEOXHABBTA3XVQPZlSzs1VxduAysAZY8r18F3HqM%2BX5XzEyA8bcct3swcrMgpeOCFYvZ87J6INeNxhGoBnJJyjOq5kRlCFBhbrkWpqPHovka2X8Mw3GtpLMnBgQNjd3HU1NQxiZ76a8JaXodzWN0uRvR%2F5XNc2YmDqkJtvTQ4clKIfeTNQhbMugAhPxLGsvj7ad%2BLixWuafH1lLJ81TCR%2BtAUvIV75Z4tX1GS9jFlHhXTSTPQuiHTd3hlUranGon0zpx6b%2FbJmB7hnlKdBLz2qnJwTYnymwaHGof1JCAj1K1LfmVlEm1a%2Bh4At6O%2B%2BnH2yfQ6cO%2BhG5uPouLEzPHx9yBxpmnrmCuMn9CrpxkyzzoPIKx5cMsQJ4d%2B7sTlg8wXuOhxo3ouVq8OvxWq7XYZ9iQAhXHVvlU4qp9GdT%2FdBZ9Ksl%2Bmr7Iqqh91hl9JhJMma%2FlUGSUuWdkoULzQyrc%2BOPz7z6Fq5Z4o9363jvqQ%2B%2BkAgeDpDXhga69wsAZQ324Vka66aZ%2BViZdBni%2BcassrEqYxMyK0ip8GFHsBtp0kZnwZa6vhTHkJ0rwvHZt2IcXoTE9l9%2BzSTNjQFzEr%2ByuGGPsIhXgj1EU4vlaUPGzH9Ckqs6dK6XjJJXKwHrUqjVjptTRviDQsj2UVviabq9I7OOAgHswEt5hCLeAPiAxCS%2FzK75SB64Mw2kbzr0CaYS12uZLx8Y&searchVariation=182823286072,Frete grátis,2025-05-18 18:21:23.190511,Mini Pc Lenovo I5 7a Ger M910q 32gb Ssd 256 Win10 + Pro 127/,1529,Novo  |  +25 vendidos,"em 12x R$ 127 , 42 sem juros",Lenovo,M Tiny,M910,Intel Core i5,Windows,256 GB,Intel Core i5-7500,32 GB,256 GB,Preto,43151810,,Não,Não,Lenovo,Thinkcentre M910Q
mac-mini-m4,Mini Pc Lenovo M900 Core I5 6th 32gb Ssd 240gb Windows 11,1529,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=t8szGVSOzv5ToyrF6sozNASec5t6j1Rz1x%2B%2BVZKaX%2FwcQL53VmZGyHeEtNzGsdrbsVY5X4o%2Bi1kpqKXcwaxzKSG8r7F%2BYYe3CTFHVIlGBuBYCkqji9knhoY5GnOdEO6nT4JCkjNr%2BBOmR4Rkjx80JoN60ieMHPlhfLiJlknRSNILsyV7ivAfNWdT4%2FIeYpOGEjgkAvVC2QTKfcaYpRId6open4oYoW0vMHafS7B17FB%2F7ZEKPR11FU0vYG8xMWpos7j1PxYW4HOt%2FqbbC%2FqclcuXCzvWbfjJ7MLAnCXyCvXa4nYHIQRhXRORDm11D5%2BI%2BoO90ANUeZiRwDWMV6dDc2sPhB6NRhwaAZwkAQPRf5JkMyIJYeN58ka1MzTQXptAcodeOshdmrsvh%2B9fDhrtfyFxWzrecJs6vTQVOfvLCrkU10nXyT0UJWbBf8m4WOXOk9RniQ%2BgOqU81EWX3Cn%2BEP9%2BsZHBvU%2BTcD07gjPwl0eCUMdJfMH5QBrrVgWiJ3hzh57gGsgZAgqkoD7DCdfd2Fu8OmBt40Q54LMt5pnEHTg6ZIsEFy%2BrysTb1ktWB0e4NWb%2FMYIfeTCmE6M6ROqoafNCumOBQcnZVAv53YyEZ4mfZwJf1D2J2P2gH8N6hYl02lAxmDATcfmeWU%2B9%2FVbCvuYnMCyq2iB2eaZO%2BvDmsJ%2F%2Bz8A2RXL7VMr53ZWVCD755d3JnsFxUZGF%2FdJ0eHix74r%2BwHRAx2VgmnuyX9nUIb3xZ5YNPx5vufqHfAjtUj2dz%2BZ%2B%2B2iaKY8DzZsncIeE%2BlcGrPilzreZSl%2BNRzvk6yvUmFG2M8PAxpP4CSTNcakYlPUO5SOUdKk41Nq%2BZedtZGw5NX7NrIFlDkajMcFUIK6WB8KlnC98Yyp0fr%2BcnWA4xdBo37pLc82FPP9mw4UwBPRoV1okmVHqk5GAeKgqUCHDeRZOAFzNHt9%2Fc0Ef6%2FMS6QiL6kOv3R6tT9E%3D&searchVariation=187170998805,Frete grátis,2025-05-18 18:21:23.190511,Mini Pc Lenovo M900 Core I5 6th 32gb Ssd 240gb Windows 11,1529,Novo  |  +5 vendidos,"em 12x R$ 127 , 42 sem juros",Lenovo,ThinkCentre,M900,Intel Core i5,Windows 11 Pro,240 GB,Integrada,32 GB,,Preto,11,,Não,Não,Lenovo,
mac-mini-m4,Mini Pc Lenovo I5 7a Ger M910q 16gb Ssd 500 Win10 Pro,1509,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=oJDssn7lOF9ae1pPabdOqMCVScYvvfxkNM5yBaH64kWCQ6tXYDB4S5nHt6iWfd5pDzu61ROVbxtd3j6yDWag%2BlRXITHl07qMWSLr5uuNiGL5%2Bz3zbIt0rSH3bKA%2FyvITVyDcc%2BjpOp5kc5rPnI63WgmV4IUCjtOrvhSwz2FXutKwUnU1GkEXryVZpzZ4CtlekOteEfVegmdWPbIf86CNQmxZS1kg04rLmakYdfacsL99M20S74qYEvM2GuZmza6jcRlJGhezeuy7em5wXJFkii01ESVtTgPY2KiJpfG%2Bb0D%2BRRDM6zGiqsUSgdN6T2Xco8fook11kLXsiO%2BEMt7WSkJ8p5m7VjiPXECn8ho5PaW24CNppKN%2BEerjTrCMOjqp4L0RFGhsVSoQjwkBM4RWoeH7MVTCsHbLEp5xqvQXNbYXvTtpvphiTi5V8sd0XruFJL4tJEbS4dza8gK938%2BjFfzeU4HrG2mtaCPiPDfZmGhnLDcyYb8osf%2B7z%2BKODJRY8eQ6pqMqxrTH6KA0jmR0SeIoC8lmuCIqvNJmlVthGWeRdTFr9znBaO0TdAIrfD68Qp7y7IGTC2x0QxIR49i6nYQlQATdsbPdFJCoMY0eHAV1Aum8fsoKoYfSDZISdURns47L%2FDZoT7OeFwmcxfwCozQ26uErs2AnGL3zKEeGZCsqBe0ripM0c9whgjf682zLkU6nS3D25dqLBjaIPDanat5XWqmfVg7cpYzfAGoYKT8tt%2FS1U1g7dLM9FXYQVU%2FXEwl0IUyW2zLD49JW%2BAdLw%2BmC5AQnU0WB6okgxl9gPtNWohbgIZKNx%2BCaOK5KG8e0BV5FidtgZAvMXakTtQpxaQetnHgPRd1%2FF2LtF3JlAaoHDquCPq4hx1KSI5w2A639EC5ud9%2BRpyoJjY818Agc5NcLYHkbVZAWp6%2BuNd8VtKlcJ3qpJbAqUqFgdWPv%2BX4yLroQ1aE%3D&searchVariation=182403960106,Frete grátis,2025-05-18 18:21:23.190511,Mini Pc Lenovo I5 7a Ger M910q 16gb Ssd 500 Win10 Pro,1509,Novo  |  +25 vendidos,"em 12x R$ 125 , 75 sem juros",Lenovo,M Tiny,M910,Intel Core i5,Windows,500 GB,Intel Core i5-7500T,16 GB,,Preto,10,4,Não,Não,Lenovo,910
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,https://produto.mercadolivre.com.br/MLB-5370783830-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-512gb-ssd-12x-_JM?searchVariation=187757203081,Frete grátis,2025-05-18 18:21:23.190511,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,Novo,"em 12x R$ 991 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,16,Não,Não,Apple,MCYT4LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,https://produto.mercadolivre.com.br/MLB-5328764430-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=183208106864,Frete grátis,2025-05-18 18:21:23.191536,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,Novo  |  +25 vendidos,"em 12x R$ 483 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://produto.mercadolivre.com.br/MLB-5328834870-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320604705,Frete grátis,2025-05-18 18:21:23.191536,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo  |  +5 vendidos,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://produto.mercadolivre.com.br/MLB-5328835266-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320605461,Frete grátis,2025-05-18 18:21:23.191536,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo  |  1 vendido,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd,11391,https://produto.mercadolivre.com.br/MLB-5171688284-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-512gb-ssd-_JM?searchVariation=186008313141,Frete grátis,2025-05-18 18:21:23.191536,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd,11391,Novo  |  +5 vendidos,"em 12x R$ 952 , 60",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MCYT4LL/A
mac-mini-m4,Apple Mac Mini Chip M4 Pro 12c Cpu 16c Gpu 24gb 512gb A3239,12999,https://www.mercadolivre.com.br/apple-mac-mini-chip-m4-pro-12c-cpu-16c-gpu-24gb-512gb-a3239/up/MLBU3172995603,Frete grátis,2025-05-18 18:21:23.192529,Apple Mac Mini Chip M4 Pro 12c Cpu 16c Gpu 24gb 512gb A3239,12999,Novo,"em 12x R$ 1.083 , 33 sem juros",Apple,MAC MINI,A3239,M4 Pro,macOS,512 GB,Apple M4 16-Core GPU,24 GB,512 GB,Prata,,12,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 512gb Ssd, 12x",15699,https://produto.mercadolivre.com.br/MLB-5171847474-apple-mac-mini-m4-2024-10cpu-10gpu-32gb-ram-512gb-ssd-12x-_JM?searchVariation=182183207386,Frete grátis,2025-05-18 18:21:23.192529,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 512gb Ssd, 12x",15699,Novo  |  +5 vendidos,"em 12x R$ 1.138 , 18 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,32 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,Z1CF000C9
mac-mini-m4,4990 À Vista Apple Mac Mini M4 16gb Ram 10cpu 10gpu 256gb,6350,https://produto.mercadolivre.com.br/MLB-5366440596-4990-vista-apple-mac-mini-m4-16gb-ram-10cpu-10gpu-256gb-_JM?searchVariation=183458869010,Frete grátis,2025-05-18 18:21:23.192529,4990 À Vista Apple Mac Mini M4 16gb Ram 10cpu 10gpu 256gb,6350,Novo,"em 12x R$ 556 , 08",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 512gb Ssd,",23799,https://produto.mercadolivre.com.br/MLB-3998175851-apple-mac-studio-m4-max-14-core32-core-36gb-ram-512gb-ssd-_JM?searchVariation=183094084878,Frete grátis,2025-05-18 18:21:23.192529,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 512gb Ssd,",23799,Novo  |  2 vendidos,"em 12x R$ 1.725 , 43 sem juros",Apple,Mac studio,Início 2024,M4 Max,macOS,,GPU 32 Núcleos,36 GB,512 GB,Cinza,,14,Não,Não,Apple,MU963LL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,https://www.mercadolivre.com.br/apple-mac-mini-m4-16gb256gb-ssd--silver/up/MLBU3146162433,Frete grátis,2025-05-18 18:21:23.192529,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5499,Novo,"em 12x R$ 528 , 55",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6299,https://produto.mercadolivre.com.br/MLB-5310908830-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=187153281369,Frete grátis,2025-05-18 18:21:23.193522,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,6299,Novo  |  +5 vendidos,"em 12x R$ 605 , 44",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 Pro - 2024 12cpu 16gpu 24gb Ram 512gb Ssd,15990,https://produto.mercadolivre.com.br/MLB-5288011902-apple-mac-mini-m4-pro-2024-12cpu-16gpu-24gb-ram-512gb-ssd-_JM?searchVariation=186939260307,Frete grátis,2025-05-18 18:21:23.193522,Apple Mac Mini M4 Pro - 2024 12cpu 16gpu 24gb Ram 512gb Ssd,15990,Novo  |  2 vendidos,"em 12x R$ 1.199 , 25 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,512 GB,Apple M4 16-core,24 GB,512 GB,Prateado,Sequoia,12,Não,Não,Apple,MCX44LL/A
mac-mini-m4,4990 À Vista Apple Mac Mini M4 10cpu 10gpu 16gb Ram 256gb,6490,https://produto.mercadolivre.com.br/MLB-5362164020-4990-vista-apple-mac-mini-m4-10cpu-10gpu-16gb-ram-256gb-_JM?searchVariation=187628951155,Frete grátis,2025-05-18 18:21:23.193522,4990 À Vista Apple Mac Mini M4 10cpu 10gpu 16gb Ram 256gb,6490,Novo,"em 12x R$ 511 , 12 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 1tb Ssd, 12x",16999,https://produto.mercadolivre.com.br/MLB-3982911981-apple-mac-mini-m4-2024-10cpu-10gpu-32gb-ram-1tb-ssd-12x-_JM?searchVariation=187012771779,Frete grátis,2025-05-18 18:21:23.193522,"Apple Mac Mini M4 (2024) 10cpu 10gpu 32gb Ram 1tb Ssd, 12x",16999,Novo  |  3 vendidos,"em 12x R$ 1.232 , 43 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,32 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000AD
mac-mini-m4,Apple Mac Mini M4 (2024) 16gb Ram 256ssd Envio Imediato,6474,https://produto.mercadolivre.com.br/MLB-3946566209-apple-mac-mini-m4-2024-16gb-ram-256ssd-envio-imediato-_JM?searchVariation=182701507736,Frete grátis,2025-05-18 18:21:23.193522,Apple Mac Mini M4 (2024) 16gb Ram 256ssd Envio Imediato,6474,Novo  |  1 vendido,"em 12x R$ 539 , 55 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,MacOS,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 1tb Ssd,25199,https://produto.mercadolivre.com.br/MLB-5171786792-apple-mac-mini-m4-pro-2024-14cpu-20gpu-64gb-ram-1tb-ssd-_JM?searchVariation=186008506127,Frete grátis,2025-05-18 18:21:23.194512,Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 1tb Ssd,25199,Novo  |  4 vendidos,"em 12x R$ 2.107 , 18",Apple,M4,Mac mini,M4 Pro,macOS,,Apple M4 14-core,64 GB,1 TB,Prateado,Sequoia,14,,Não,Apple,Z1JV000KF
mac-mini-m4,Apple Mac Mini M4 Pro 12cpu 16gpu 24gb Ram 512gb Ssd,12960,https://www.mercadolivre.com.br/apple-mac-mini-m4-pro-12cpu-16gpu-24gb-ram-512gb-ssd/up/MLBU3105009060,Frete grátis,2025-05-18 18:21:23.194512,Apple Mac Mini M4 Pro 12cpu 16gpu 24gb Ram 512gb Ssd,12960,Novo,em 12x R$ 1.080 sem juros,Apple,M4 Pro,A3239,M4 Pro,macOS,512 GB,,24 GB,512 GB,,,,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Mac Mini Chip M4 Pro (24 Gb Ram, Ssd De 512 Gb)",15690,https://produto.mercadolivre.com.br/MLB-5327219558-mac-mini-chip-m4-pro-24-gb-ram-ssd-de-512-gb-_JM?searchVariation=187307079197,Frete grátis,2025-05-18 18:21:23.194512,"Mac Mini Chip M4 Pro (24 Gb Ram, Ssd De 512 Gb)",15690,Novo,"em 12x R$ 1.111 , 38 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,512 GB,20,24 GB,512 GB,Prateado,Sequoia,,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd, 12x",14899,https://produto.mercadolivre.com.br/MLB-3993895277-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-1tb-ssd-12x-_JM?searchVariation=187127302541,Frete grátis,2025-05-18 18:21:23.194512,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd, 12x",14899,Novo  |  1 vendido,"em 12x R$ 1.080 , 18 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000C7
mac-mini-m4,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 1tb Ssd,",26499,https://produto.mercadolivre.com.br/MLB-5312378370-apple-mac-studio-m4-max-14-core32-core-36gb-ram-1tb-ssd-_JM?searchVariation=183094102830,Frete grátis,2025-05-18 18:21:23.194512,"Apple Mac Studio M4 Max 14-core/32-core 36gb Ram 1tb Ssd,",26499,Novo,"em 12x R$ 2.034 , 90 sem juros",Apple,Mac studio,Início 2024,M4 Max,macOS,1 TB,GPU 32 Núcleos,36 GB,1 TB,Cinza,,14,Não,Não,Apple,MSM4MAX02
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd, 12x",9999,https://produto.mercadolivre.com.br/MLB-5171699336-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-12x-_JM?searchVariation=186008374635,Frete grátis,2025-05-18 18:21:23.195529,"Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd, 12x",9999,Novo  |  +5 vendidos,"em 12x R$ 724 , 93 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 14/20-core 64gb Ram 2tb Ssd,29990,https://produto.mercadolivre.com.br/MLB-3933853531-apple-mac-mini-m4-1420-core-64gb-ram-2tb-ssd-_JM?searchVariation=186443439301,Frete grátis,2025-05-18 18:21:23.195529,Apple Mac Mini M4 14/20-core 64gb Ram 2tb Ssd,29990,Novo,"em 12x R$ 2.499 , 17 sem juros",Apple,MAC MINI M4,Mac mini,M4,macOS,16 GB,20 core GPU,64 GB,2 TB,Prateado,MacOS,20,Não,Não,Apple,1
mac-mini-m4,"Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 2tb Ssd,",30699,https://produto.mercadolivre.com.br/MLB-5171711940-apple-mac-mini-m4-pro-2024-14cpu-20gpu-64gb-ram-2tb-ssd-_JM?searchVariation=182183356894,Frete grátis,2025-05-18 18:21:23.195529,"Apple Mac Mini M4 Pro (2024) 14cpu 20gpu 64gb Ram 2tb Ssd,",30699,Novo  |  +5 vendidos,"em 12x R$ 2.225 , 68 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,,Apple M4 14-core,64 GB,2 TB,Prateado,Sequoia,14,,Não,Apple,Z1JV000KX
mac-mini-m4,Mac Mini 2024 M4 10/10gpu 16gb Ram 256ssd,6399,https://produto.mercadolivre.com.br/MLB-3938106341-mac-mini-2024-m4-1010gpu-16gb-ram-256ssd-_JM?searchVariation=186509960723,Frete grátis,2025-05-18 18:21:23.195529,Mac Mini 2024 M4 10/10gpu 16gb Ram 256ssd,6399,Novo  |  3 vendidos,"em 12x R$ 506 , 59 sem juros",Apple,MAC MINI,Mac Mini 2024,M4,macOS,256 GB,Apple M4 10-Core GPU,16 GB,256 GB,Prata,MacOS,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Macmini M4 10c Cpu, 10c Gpu, 16gb, 256mb (lacrado)",6749,https://produto.mercadolivre.com.br/MLB-5373126366-macmini-m4-10c-cpu-10c-gpu-16gb-256mb-lacrado-_JM?searchVariation=187787862781,Frete grátis,2025-05-18 18:21:23.195529,"Macmini M4 10c Cpu, 10c Gpu, 16gb, 256mb (lacrado)",6749,Novo,"em 12x R$ 562 , 42 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,8 core,16 GB,256 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",7999,https://produto.mercadolivre.com.br/MLB-4061073337-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=187926634631,Frete grátis,2025-05-18 18:21:23.195529,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",7999,Novo,"em 12x R$ 666 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd,9599,https://produto.mercadolivre.com.br/MLB-5171834640-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=182183140022,Frete grátis,2025-05-18 18:21:23.196524,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb Ram 512gb Ssd,9599,Novo  |  +5 vendidos,"em 12x R$ 790 , 84",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd,14199,https://produto.mercadolivre.com.br/MLB-5307520910-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-1tb-ssd-_JM?searchVariation=183060870974,Frete grátis,2025-05-18 18:21:23.196524,Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 1tb Ssd,14199,Novo  |  1 vendido,"em 12x R$ 1.255 , 58",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,1 TB,Prateado,Sequoia,10,Não,Não,Apple,Z1CF000C7
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb,6035,https://produto.mercadolivre.com.br/MLB-4034530973-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-_JM?searchVariation=183374247584,Frete grátis,2025-05-18 18:21:23.196524,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb,6035,Novo,"em 12x R$ 502 , 92 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4, 16gb Ram, 256gb",5999,https://produto.mercadolivre.com.br/MLB-5351616214-apple-mac-mini-m4-16gb-ram-256gb-_JM?searchVariation=183358731454,Frete grátis,2025-05-18 18:21:23.196524,"Apple Mac Mini M4, 16gb Ram, 256gb",5999,Novo,"em 12x R$ 576 , 70",Apple,MAC MINI,Mac Mini M4,M4,macOS,256 GB,10-Core GPU,16 GB,,Prateado,,14,Não,Não,Apple,A3238
