keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,fabricante,marca,linha,série,modelo,tamanho_da_memória,tipo_de_memória_gráfica,quantidade_de_núcleos,interface_com_a_placa_mãe,bus_de_memória,conectividade,número_de_saídas_de_monitor,resolução_máxima,exigência_de_energia,é_compatível_com_directx,é_compatível_com_opengl
rtx-3060,Placa de vídeo RTX 3060 12GB GALAX,2829,https://www.mercadolivre.com.br/placa-de-video-rtx-3060-12gb-galax/p/MLB17716910,Frete grátis,2025-05-18 18:20:52.774991,Placa de vídeo RTX 3060 12GB GALAX,2829,Novo  |  +5mil vendidos,"em 12x R$ 196 , 99 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2569,https://www.mercadolivre.com.br/placa-de-video-zotac-geforce-rtx-3060-12gb-gddr6-192-bit/p/MLB35344600,Frete grátis,2025-05-18 18:20:52.774991,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2569,Novo  |  +500 vendidos,"em 12x R$ 214 , 10 sem juros",,Zotac,RTX,,A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Vídeo Pcyes Geforce Rtx 3050 6gb Gddr6,1499,https://www.mercadolivre.com.br/placa-de-video-pcyes-geforce-rtx-3050-6gb-gddr6/p/MLB46690622,Frete grátis,2025-05-18 18:20:52.774991,Placa De Vídeo Pcyes Geforce Rtx 3050 6gb Gddr6,1491,Novo  |  +5 vendidos,"em 12x R$ 144 , 24",,Pcyes,,,GeForce RTX 3050,6 GB,GDDR6,,,,,,,,,
rtx-3060,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 3060 Series RTX 3060 ZT-A30600H-10M OC Edition 12GB,2729,https://www.mercadolivre.com.br/placa-de-video-nvidia-zotac-gaming-geforce-rtx-3060-series-rtx-3060-zt-a30600h-10m-oc-edition-12gb/p/MLB17707462,Frete grátis,2025-05-18 18:20:52.775986,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 3060 Series RTX 3060 ZT-A30600H-10M OC Edition 12GB,2729,Novo  |  +500 vendidos,"em 12x R$ 262 , 39",Nvidia,Zotac,Gaming,GeForce RTX 3060 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI 2.1, 3 DisplayPort 1.4a",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Geforce Rtx 3060 12gb Ddr6 192 Bit Graffiti,2495,https://www.mercadolivre.com.br/placa-de-video-geforce-rtx-3060-12gb-ddr6-192-bit-graffiti/p/MLB36606669,Frete grátis,2025-05-18 18:20:52.775986,Placa De Video Geforce Rtx 3060 12gb Ddr6 192 Bit Graffiti,2495,Novo  |  +100 vendidos,"em 12x R$ 239 , 86",Nvidia,Pcyes,RTX,,Pgs3060Fs192,12 GB,GDDR6,,PCI-E,192 bit,"HDMI, DisplayPort",,,,,
rtx-3060,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,https://produto.mercadolivre.com.br/MLB-5207510096-placa-de-video-geforce-galax-rtx-3060-12gb-gddr6-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.775986,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,Novo  |  +25 vendidos,"em 12x R$ 212 , 50 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,https://produto.mercadolivre.com.br/MLB-4939420102-placa-de-video-zotac-rtx-3060-12gb-gddr6-192-bits-_JM,Frete grátis,2025-05-18 18:20:52.775986,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,Novo,"em 12x R$ 237 , 42 sem juros",Nvidia,Zotac,RTX,,ZT-A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Galax Geforce Rtx 3060 1-click Oc 12gb Gddr6,3024,https://produto.mercadolivre.com.br/MLB-3391382495-placa-de-video-galax-geforce-rtx-3060-1-click-oc-12gb-gddr6-_JM,Frete grátis,2025-05-18 18:20:52.775986,Placa De Video Galax Geforce Rtx 3060 1-click Oc 12gb Gddr6,3024,Novo  |  +25 vendidos,"em 12x R$ 235 , 48",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Maxsun Rtx 3060 Ti 8gb Gddr6 Dlss Ray Tracing,2707,https://produto.mercadolivre.com.br/MLB-5386461024-placa-de-video-maxsun-rtx-3060-ti-8gb-gddr6-dlss-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.776991,Placa De Vídeo Maxsun Rtx 3060 Ti 8gb Gddr6 Dlss Ray Tracing,2707,Novo  |  1 vendido,"em 12x R$ 225 , 58 sem juros",Nvidia,Maxsun,RTX,GeForce RTX 30 Series,RTX 3060 Ti,8 GB,GDDR6,,PCI-Express 4.0,192 bit,"1x HDMI, 3x DisplayPort",,,,Sim,Sim
rtx-3060,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2299,https://produto.mercadolivre.com.br/MLB-3937151079-placa-de-video-galax-geforce-rtx3060-12gb-gddr6-36nol7md1voc-_JM,Frete grátis,2025-05-18 18:20:52.776991,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2299,Novo,"em 12x R$ 220 , 97",Nvidia,Galax,3060,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 30 Series RTX 3060 ZT-A30600E-10M 12GB,2286,https://www.mercadolivre.com.br/placa-de-video-nvidia-zotac-gaming-geforce-rtx-30-series-rtx-3060-zt-a30600e-10m-12gb/p/MLB17456216,Frete grátis,2025-05-18 18:20:52.776991,Placa de vídeo Nvidia Zotac Gaming GeForce RTX 30 Series RTX 3060 ZT-A30600E-10M 12GB,2286,Novo  |  +100 vendidos,"em 12x R$ 219 , 72",Nvidia,Zotac,Gaming,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,600 W,Sim,Sim
rtx-3060,Geforce Rtx 3060 12gb Gddr6 Inno3dd Twin X2 Dlss Ray Tracing,3239,https://produto.mercadolivre.com.br/MLB-5322713240-geforce-rtx-3060-12gb-gddr6-inno3dd-twin-x2-dlss-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.776991,Geforce Rtx 3060 12gb Gddr6 Inno3dd Twin X2 Dlss Ray Tracing,3239,Novo,em 12x R$ 270 sem juros,Nvidia,Diversos,,RTX 3060,N30602-12D6-119032AH,12 GB,,,PCI-Express 4.0,,PCI Express 4.0,,,,,
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb 192 Bits,3598,https://produto.mercadolivre.com.br/MLB-1839668083-placa-de-video-galax-geforce-rtx-3060-12gb-192-bits-_JM,Frete grátis,2025-05-18 18:20:52.776991,Placa De Vídeo Galax Geforce Rtx 3060 12gb 192 Bits,3598,Novo  |  +5 vendidos,"em 12x R$ 299 , 91 sem juros",Nvidia,Galax,EX Series,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2499,https://produto.mercadolivre.com.br/MLB-3937151095-placa-de-video-galax-geforce-rtx3060-12gb-gddr6-36nol7md1voc-_JM,Frete grátis,2025-05-18 18:20:52.776991,Placa De Vídeo Galax Geforce Rtx3060 12gb Gddr6 36nol7md1voc,2499,Novo,"em 12x R$ 208 , 25 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa Gráfica Gigabyte Geforce Rtx 3060 Gaming Oc 12gb Gddr6,2756,https://produto.mercadolivre.com.br/MLB-4787822080-placa-grafica-gigabyte-geforce-rtx-3060-gaming-oc-12gb-gddr6-_JM,Frete grátis,2025-05-18 18:20:52.776991,Placa Gráfica Gigabyte Geforce Rtx 3060 Gaming Oc 12gb Gddr6,2756,Novo,"em 12x R$ 225 , 17",Gigabyte,Gigabyte,Gaming,,gigabyte,8 GB,GDDR6,,PCI-Express 4.0,256 bit,,,7680x4320/60Hz,,,
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,https://produto.mercadolivre.com.br/MLB-2130764079-placa-de-video-galax-geforce-rtx-3060-12gb-gddr6-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.777990,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,Novo  |  1 vendido,"em 12x R$ 233 , 25 sem juros",Nvidia,Galax,RTX,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa de vídeo Gigabyte Rtx3060 Gaming Oc 8Gb Gddr6,5500,https://www.mercadolivre.com.br/placa-de-video-gigabyte-rtx3060-gaming-oc-8gb-gddr6/p/MLB24047581,Frete grátis,2025-05-18 18:20:52.777990,Placa de vídeo Gigabyte Rtx3060 Gaming Oc 8Gb Gddr6,5500,Novo,"em 12x R$ 458 , 33 sem juros",,Gigabyte,,,GV-N3060GAMING OC-8GD,8 GB,,,,128 bit,,,8K,,,
rtx-3060,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 1...,3448,https://www.mercadolivre.com.br/graphics-card-msi-geforce-rtx-3060-ti-lhr-8gb-gdrr6/p/MLB2004016957,Frete grátis,2025-05-18 18:20:52.777990,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 1...,3448,Novo,"em 12x R$ 287 , 36 sem juros",Nvidia,MSI,,,GeForce RTX 3060 VENTUS 2X 12G,12 GB,,,,,,,,,,
rtx-3060,Placa De Video Geforce Rtx 3060 Ti Mlsse Atualizada 2024!,2690,https://produto.mercadolivre.com.br/MLB-3910525715-placa-de-video-geforce-rtx-3060-ti-mlsse-atualizada-2024-_JM,Frete grátis,2025-05-18 18:20:52.777990,Placa De Video Geforce Rtx 3060 Ti Mlsse Atualizada 2024!,2690,Novo,"em 12x R$ 224 , 17 sem juros",AMD,MLLSE,Gamer,,rxt 3060 ti 8 gb,8 GB,GDDR6,,PCI-Express 4.0,256 bit,,,,,,
rtx-3060,Placa De Vídeo Nvidia Zotac Gaming Geforce Rtx 30 Series Rtx,2434,https://produto.mercadolivre.com.br/MLB-5366246588-placa-de-video-nvidia-zotac-gaming-geforce-rtx-30-series-rtx-_JM,Frete grátis,2025-05-18 18:20:52.777990,Placa De Vídeo Nvidia Zotac Gaming Geforce Rtx 30 Series Rtx,2434,Novo,"em 12x R$ 233 , 95",Nvidia,Zotac,Gaming,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Inno3d Geforce Rtx 3060 Ti Twin X2 Lhr 8gb G,2999,https://www.mercadolivre.com.br/placa-de-video-inno3d-geforce-rtx-3060-ti-twin-x2-lhr-8gb-g/p/MLB27617903,Frete grátis,2025-05-18 18:20:52.777990,Placa De Video Inno3d Geforce Rtx 3060 Ti Twin X2 Lhr 8gb G,2999,Novo  |  +5 vendidos,"em 12x R$ 249 , 92 sem juros",,INNO3D,,GeForce RTX 30 Series,GeForce RTX 3060 Ti,14 GB,GDDR6,16,PCI-Express 4.0,256 bit,HDMI,2,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2699,https://produto.mercadolivre.com.br/MLB-4047383429-placa-de-video-zotac-rtx-3060-12gb-gddr6-192-bits-_JM,Frete grátis,2025-05-18 18:20:52.778990,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2699,Novo,"em 12x R$ 259 , 42",Nvidia,Zotac,RTX,RTX 3060,ZT-A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Vídeo Nvidia Palit Geforce Rtx 3060 Ti 8gb,2600,https://produto.mercadolivre.com.br/MLB-4040438473-placa-de-video-nvidia-palit-geforce-rtx-3060-ti-8gb-_JM,Frete grátis,2025-05-18 18:20:52.778990,Placa De Vídeo Nvidia Palit Geforce Rtx 3060 Ti 8gb,2600,Novo,"em 12x R$ 216 , 67 sem juros",Nvidia,Palit,Dual,GeForce RTX 30 Series,RTX 3060 Ti,8 GB,GDDR6,4864,PCI-Express 4.0,256 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Geforce Rtx 3060 12gb Galax,2699,https://produto.mercadolivre.com.br/MLB-5378007742-placa-de-video-geforce-rtx-3060-12gb-galax-_JM,Frete grátis,2025-05-18 18:20:52.778990,Placa De Vídeo Geforce Rtx 3060 12gb Galax,2699,Novo,"em 12x R$ 224 , 92 sem juros",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Nvidia Zotac Gaming Geforce Rtx3060 12gb,2789,https://produto.mercadolivre.com.br/MLB-4054848415-placa-de-video-nvidia-zotac-gaming-geforce-rtx3060-12gb-_JM,Frete grátis,2025-05-18 18:20:52.778990,Placa De Vídeo Nvidia Zotac Gaming Geforce Rtx3060 12gb,2789,Novo,"em 12x R$ 232 , 42 sem juros",Nvidia,Zotac,Gaming,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,600 W,Sim,Sim
rtx-3060,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 12gb,3546,https://produto.mercadolivre.com.br/MLB-4787821104-placa-grafica-para-jogos-msi-geforce-rtx-3060-ventus-2x-12gb-_JM,Frete grátis,2025-05-18 18:20:52.778990,Placa Gráfica Para Jogos Msi Geforce Rtx 3060 Ventus 2x 12gb,3546,Novo,"em 12x R$ 287 , 81",Nvidia,MSI,Ventus,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4, HDMI 2.1",4,7680x4320,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,https://produto.mercadolivre.com.br/MLB-4047446683-placa-de-video-zotac-rtx-3060-12gb-gddr6-192-bits-_JM,Frete grátis,2025-05-18 18:20:52.778990,"Placa De Video Zotac Rtx 3060 12gb, Gddr6, 192 Bits",2849,Novo,"em 12x R$ 237 , 42 sem juros",Nvidia,Zotac,RTX,RTX 3060,ZT-A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,"Placa De Vídeo Galax Nvidia Geforce Rtx 3060, 12gb, Gddr6",2588,https://produto.mercadolivre.com.br/MLB-3871665581-placa-de-video-galax-nvidia-geforce-rtx-3060-12gb-gddr6-_JM,Frete grátis,2025-05-18 18:20:52.778990,"Placa De Vídeo Galax Nvidia Geforce Rtx 3060, 12gb, Gddr6",2588,Novo,"em 12x R$ 248 , 84",Nvidia,Galax,3060,GeForce RTX 30 Series,36NOL7MD1VOC,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,Geforce Rtx 3060 12gb Gddr6 192bits - Msi Ventus 2x 12g Oc,3343,https://produto.mercadolivre.com.br/MLB-4018138407-geforce-rtx-3060-12gb-gddr6-192bits-msi-ventus-2x-12g-oc-_JM,Frete grátis,2025-05-18 18:20:52.779988,Geforce Rtx 3060 12gb Gddr6 192bits - Msi Ventus 2x 12g Oc,3343,Novo,"em 12x R$ 278 , 67 sem juros",Nvidia,MSI,Ventus,GeForce RTX 30 Series,912-V397-050,,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4, HDMI 2.1",4,7680x4320,550 W,Sim,Sim
rtx-3060,Placa De Vídeo Zotac Geforce Rtx 3060 Twin Edge 12gb Gddr6,2955,https://produto.mercadolivre.com.br/MLB-5373870244-placa-de-video-zotac-geforce-rtx-3060-twin-edge-12gb-gddr6-_JM,Frete grátis,2025-05-18 18:20:52.779988,Placa De Vídeo Zotac Geforce Rtx 3060 Twin Edge 12gb Gddr6,2955,Novo,"em 12x R$ 246 , 29 sem juros",AMD,Zotac,Gaming,GeForce RTX 30 Series,RTX3060 12GB GDDR6,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Video Rtx 3060 12gb Gddr6 Zt-a30600p-10m Zotac,2832,https://produto.mercadolivre.com.br/MLB-3979986761-placa-de-video-rtx-3060-12gb-gddr6-zt-a30600p-10m-zotac-_JM,Frete grátis,2025-05-18 18:20:52.779988,Placa De Video Rtx 3060 12gb Gddr6 Zt-a30600p-10m Zotac,2832,Novo,em 12x R$ 236 sem juros,Zotac,Zotac,RTX,,ZT-A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,https://produto.mercadolivre.com.br/MLB-3925267437-placa-de-video-geforce-galax-rtx-3060-12gb-gddr6-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.779988,Placa De Vídeo Geforce Galax Rtx 3060 12gb Gddr6 Ray Tracing,3090,Novo  |  +5 vendidos,"em 12x R$ 245 , 10",Nvidia,Galax,3060,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
rtx-3060,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2749,https://produto.mercadolivre.com.br/MLB-3807247075-placa-de-video-zotac-geforce-rtx-3060-12gb-gddr6-192-bit-_JM,Frete grátis,2025-05-18 18:20:52.779988,"Placa De Video Zotac Geforce Rtx 3060, 12gb, Gddr6, 192-bit",2749,Novo  |  1 vendido,"em 12x R$ 229 , 08 sem juros",,Zotac,RTX,,A30600P-10M,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"HDMI, DisplayPort",4,8K,600 W,Sim,Sim
rtx-3060,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,https://produto.mercadolivre.com.br/MLB-3553646221-placa-de-video-galax-geforce-rtx-3060-12gb-gddr6-ray-tracing-_JM,Frete grátis,2025-05-18 18:20:52.779988,Placa De Vídeo Galax Geforce Rtx 3060 12gb Gddr6 Ray Tracing,2799,Novo,"em 12x R$ 233 , 25 sem juros",Nvidia,Galax,RTX,GeForce RTX 30 Series,RTX 3060,12 GB,GDDR6,3584,PCI-Express 4.0,192 bit,"3 DisplayPort 1.4a, HDMI 2.1",4,8K,550 W,Sim,Sim
